Start Date,1/1/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICLB10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,H15T10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,SPX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CT10 Govt,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,USSOC Curncy,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,VIX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CLA Comdty,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,MOODCBAA Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price
6/11/13,#N/A N/A,291.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/11/13,#N/A N/A,2.2,#N/A N/A,#N/A N/A,2.2,2.2,2.2,#N/A N/A,,6/11/13,#N/A N/A,1626.13,1632.69,494419744,1638.64,1640.13,1622.92,1624.06,,6/11/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/11/13,#N/A N/A,0.107,0.117,#N/A N/A,0.108,0.1115,0.092,0.097,,6/11/13,#N/A N/A,17.07,0,#N/A N/A,16.91,17.14,16,0,,6/11/13,#N/A N/A,82.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/11/13,#N/A N/A,5.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/12/13,#N/A N/A,291.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/12/13,#N/A N/A,2.25,#N/A N/A,#N/A N/A,2.25,2.25,2.25,#N/A N/A,,6/12/13,#N/A N/A,1612.52,1613.34,496663680,1629.94,1637.71,1610.92,1608.77,,6/12/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/12/13,#N/A N/A,0.108,0.113,#N/A N/A,0.105,0.1125,0.101,0.103,,6/12/13,#N/A N/A,18.59,0,#N/A N/A,16.51,18.6,16.43,0,,6/12/13,#N/A N/A,83.19,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/12/13,#N/A N/A,5.16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/13/13,#N/A N/A,300.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/13/13,#N/A N/A,2.19,#N/A N/A,#N/A N/A,2.19,2.19,2.19,#N/A N/A,,6/13/13,#N/A N/A,1636.36,1641.84,508786048,1612.15,1639.25,1608.07,1634.52,,6/13/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/13/13,#N/A N/A,0.1095,0.116,#N/A N/A,0.108,0.115,0.096,0.103,,6/13/13,#N/A N/A,16.41,0,#N/A N/A,18.38,18.58,16.37,0,,6/13/13,#N/A N/A,83.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/13/13,#N/A N/A,5.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/14/13,#N/A N/A,298.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/14/13,#N/A N/A,2.14,#N/A N/A,#N/A N/A,2.14,2.14,2.14,#N/A N/A,,6/14/13,#N/A N/A,1626.73,1627.22,454660192,1635.52,1640.8,1623.96,1624.32,,6/14/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/14/13,#N/A N/A,0.1065,0.107,#N/A N/A,0.103,0.111,0.0915,0.106,,6/14/13,#N/A N/A,17.15,0,#N/A N/A,16.63,17.26,16.03,0,,6/14/13,#N/A N/A,82.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/14/13,#N/A N/A,5.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/17/13,#N/A N/A,289.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/17/13,#N/A N/A,2.19,#N/A N/A,#N/A N/A,2.19,2.19,2.19,#N/A N/A,,6/17/13,#N/A N/A,1639.04,1641.82,517127360,1630.64,1646.5,1630.34,1634.84,,6/17/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/17/13,#N/A N/A,0.0995,0.112,#N/A N/A,0.105,0.1155,0.0935,0.087,,6/17/13,#N/A N/A,16.8,0,#N/A N/A,16.53,17.62,16.33,0,,6/17/13,#N/A N/A,82.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/17/13,#N/A N/A,5.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/18/13,#N/A N/A,293.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/18/13,#N/A N/A,2.2,#N/A N/A,#N/A N/A,2.2,2.2,2.2,#N/A N/A,,6/18/13,#N/A N/A,1651.81,1653.7,468885664,1639.77,1654.19,1639.77,1649.29,,6/18/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/18/13,#N/A N/A,0.111,0.121,#N/A N/A,0.1005,0.1165,0.0975,0.101,,6/18/13,#N/A N/A,16.61,0,#N/A N/A,16.81,16.95,16.46,0,,6/18/13,#N/A N/A,82.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/18/13,#N/A N/A,5.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/19/13,#N/A N/A,277.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/19/13,#N/A N/A,2.33,#N/A N/A,#N/A N/A,2.33,2.33,2.33,#N/A N/A,,6/19/13,#N/A N/A,1628.93,1631.5,564339840,1651.83,1652.45,1628.91,1628.31,,6/19/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/19/13,#N/A N/A,0.1155,0.116,#N/A N/A,0.1115,0.122,0.1,0.115,,6/19/13,#N/A N/A,16.64,0,#N/A N/A,16.89,17.18,15.36,0,,6/19/13,#N/A N/A,82.16,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/19/13,#N/A N/A,5.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/20/13,#N/A N/A,278.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/20/13,#N/A N/A,2.41,#N/A N/A,#N/A N/A,2.41,2.41,2.41,#N/A N/A,,6/20/13,#N/A N/A,1588.19,1591.22,783320960,1624.62,1624.62,1584.32,1583.63,,6/20/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/20/13,#N/A N/A,0.12,0.121,#N/A N/A,0.115,0.128,0.1015,0.119,,6/20/13,#N/A N/A,20.49,0,#N/A N/A,18.4,21.32,18.01,0,,6/20/13,#N/A N/A,80.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/20/13,#N/A N/A,5.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/21/13,#N/A N/A,280.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/21/13,#N/A N/A,2.52,#N/A N/A,#N/A N/A,2.52,2.52,2.52,#N/A N/A,,6/21/13,#N/A N/A,1592.43,1595.07,1521151104,1588.62,1599.19,1577.7,1590.84,,6/21/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/21/13,#N/A N/A,0.122,0.137,#N/A N/A,0.117,0.129,0.1075,0.107,,6/21/13,#N/A N/A,18.9,0,#N/A N/A,18.97,20.93,18.25,0,,6/21/13,#N/A N/A,79.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/21/13,#N/A N/A,5.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/24/13,#N/A N/A,284.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/24/13,#N/A N/A,2.57,#N/A N/A,#N/A N/A,2.57,2.57,2.57,#N/A N/A,,6/24/13,#N/A N/A,1573.09,1575.55,700688000,1588.77,1588.77,1560.33,1572.26,,6/24/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/24/13,#N/A N/A,0.127,0.128,#N/A N/A,0.12,0.139,0.1125,0.126,,6/24/13,#N/A N/A,20.11,0,#N/A N/A,20.87,21.91,18.58,0,,6/24/13,#N/A N/A,80.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/24/13,#N/A N/A,5.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/25/13,#N/A N/A,284.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/25/13,#N/A N/A,2.6,#N/A N/A,#N/A N/A,2.6,2.6,2.6,#N/A N/A,,6/25/13,#N/A N/A,1588.03,1589.62,605506944,1577.52,1593.79,1577.09,1586.41,,6/25/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/25/13,#N/A N/A,0.134,0.149,#N/A N/A,0.131,0.137,0.1135,0.117,,6/25/13,#N/A N/A,18.47,0,#N/A N/A,18.65,19.22,17.82,0,,6/25/13,#N/A N/A,80.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/25/13,#N/A N/A,5.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/26/13,#N/A N/A,293.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/26/13,#N/A N/A,2.55,#N/A N/A,#N/A N/A,2.55,2.55,2.55,#N/A N/A,,6/26/13,#N/A N/A,1603.26,1605.5,568844608,1592.27,1606.83,1592.27,1601.52,,6/26/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/26/13,#N/A N/A,0.122,0.131,#N/A N/A,0.108,0.131,0.108,0.113,,6/26/13,#N/A N/A,17.21,0,#N/A N/A,17.23,18.06,17.08,0,,6/26/13,#N/A N/A,80.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/26/13,#N/A N/A,5.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/27/13,#N/A N/A,297.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/27/13,#N/A N/A,2.49,#N/A N/A,#N/A N/A,2.49,2.49,2.49,#N/A N/A,,6/27/13,#N/A N/A,1613.2,1617.18,518668672,1606.44,1620.07,1606.44,1604.28,,6/27/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/27/13,#N/A N/A,0.117,0.118,#N/A N/A,0.121,0.129,0.096,0.108,,6/27/13,#N/A N/A,16.86,0,#N/A N/A,16.6,16.97,16.34,0,,6/27/13,#N/A N/A,80.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/27/13,#N/A N/A,5.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/28/13,#N/A N/A,292.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/28/13,#N/A N/A,2.52,#N/A N/A,#N/A N/A,2.52,2.52,2.52,#N/A N/A,,6/28/13,#N/A N/A,1606.28,1609.92,1081289088,1611.12,1615.94,1601.06,1603.09,,6/28/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/28/13,#N/A N/A,0.114,0.115,#N/A N/A,0.109,0.124,0.103,0.113,,6/28/13,#N/A N/A,16.86,0,#N/A N/A,17.25,17.69,16.19,0,,6/28/13,#N/A N/A,80.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,6/28/13,#N/A N/A,5.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/13,#N/A N/A,286.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/1/13,#N/A N/A,2.5,#N/A N/A,#N/A N/A,2.5,2.5,2.5,#N/A N/A,,7/1/13,#N/A N/A,1614.96,1617.63,526115136,1609.78,1626.61,1609.78,1612.92,,7/1/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/1/13,#N/A N/A,0.1045,0.11,#N/A N/A,0.116,0.1225,0.1045,0.099,,7/1/13,#N/A N/A,16.37,0,#N/A N/A,16.9,16.9,16,0,,7/1/13,#N/A N/A,79.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/1/13,#N/A N/A,5.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/2/13,#N/A N/A,286.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/2/13,#N/A N/A,2.48,#N/A N/A,#N/A N/A,2.48,2.48,2.48,#N/A N/A,,7/2/13,#N/A N/A,1614.08,1616.25,527795648,1614.29,1624.26,1606.77,1611.83,,7/2/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/2/13,#N/A N/A,0.108,0.118,#N/A N/A,0.11,0.114,0.0995,0.098,,7/2/13,#N/A N/A,16.44,0,#N/A N/A,16.49,16.93,15.88,0,,7/2/13,#N/A N/A,80.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/2/13,#N/A N/A,5.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/3/13,#N/A N/A,278.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/3/13,#N/A N/A,2.52,#N/A N/A,#N/A N/A,2.52,2.52,2.52,#N/A N/A,,7/3/13,#N/A N/A,1615.41,1624.25,303759136,1611.48,1618.97,1604.57,1607.11,,7/3/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/3/13,#N/A N/A,0.11,0.11,#N/A N/A,0.106,0.1175,0.0995,0.11,,7/3/13,#N/A N/A,16.2,0,#N/A N/A,17.22,17.32,16.2,0,,7/3/13,#N/A N/A,80.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/3/13,#N/A N/A,5.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/4/13,#N/A N/A,276.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/4/13,#N/A N/A,2.52,#N/A N/A,#N/A N/A,2.52,2.52,2.52,#N/A N/A,,7/4/13,#N/A N/A,1615.41,1624.25,303759136,1611.48,1618.97,1604.57,1607.11,,7/4/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/4/13,#N/A N/A,0.1085,0.113,#N/A N/A,0.105,0.111,0.105,0.104,,7/4/13,#N/A N/A,16.2,0,#N/A N/A,17.22,17.32,16.2,0,,7/4/13,#N/A N/A,80.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/4/13,#N/A N/A,5.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/5/13,#N/A N/A,255.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/5/13,#N/A N/A,2.73,#N/A N/A,#N/A N/A,2.73,2.73,2.73,#N/A N/A,,7/5/13,#N/A N/A,1631.89,1637.54,430664640,1618.65,1632.07,1614.71,1630.37,,7/5/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/5/13,#N/A N/A,0.113,0.123,#N/A N/A,0.089,0.1215,0.089,0.103,,7/5/13,#N/A N/A,14.89,0,#N/A N/A,15.59,16.28,14.89,0,,7/5/13,#N/A N/A,80.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/5/13,#N/A N/A,5.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/8/13,#N/A N/A,285.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/8/13,#N/A N/A,2.65,#N/A N/A,#N/A N/A,2.65,2.65,2.65,#N/A N/A,,7/8/13,#N/A N/A,1640.46,1643.28,742917120,1634.2,1644.68,1634.2,1633.87,,7/8/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/8/13,#N/A N/A,0.109,0.11,#N/A N/A,0.111,0.1175,0.107,0.108,,7/8/13,#N/A N/A,14.78,0,#N/A N/A,14.66,15.27,14.66,0,,7/8/13,#N/A N/A,80.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/8/13,#N/A N/A,5.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/9/13,#N/A N/A,281.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/9/13,#N/A N/A,2.65,#N/A N/A,#N/A N/A,2.65,2.65,2.65,#N/A N/A,,7/9/13,#N/A N/A,1652.32,1654.22,521108576,1643.93,1654.18,1643.93,1650.76,,7/9/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/9/13,#N/A N/A,0.112,0.122,#N/A N/A,0.116,0.121,0.1063,0.102,,7/9/13,#N/A N/A,14.35,0,#N/A N/A,14.33,14.65,14.26,0,,7/9/13,#N/A N/A,80.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/9/13,#N/A N/A,5.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/10/13,#N/A N/A,285.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/10/13,#N/A N/A,2.7,#N/A N/A,#N/A N/A,2.7,2.7,2.7,#N/A N/A,,7/10/13,#N/A N/A,1652.62,1657.25,509090304,1651.56,1657.92,1647.66,1648.65,,7/10/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/10/13,#N/A N/A,0.103,0.117,#N/A N/A,0.112,0.12,0.0985,0.089,,7/10/13,#N/A N/A,14.21,0,#N/A N/A,14.46,14.62,14.06,0,,7/10/13,#N/A N/A,81.72,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/10/13,#N/A N/A,5.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/11/13,#N/A N/A,288.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/11/13,#N/A N/A,2.6,#N/A N/A,#N/A N/A,2.6,2.6,2.6,#N/A N/A,,7/11/13,#N/A N/A,1675.02,1678.07,566455744,1657.41,1676.63,1657.41,1671.8,,7/11/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/11/13,#N/A N/A,0.1,0.117,#N/A N/A,0.11,0.1164,0.1,0.083,,7/11/13,#N/A N/A,14.01,0,#N/A N/A,13.57,14.2,13.57,0,,7/11/13,#N/A N/A,82.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/11/13,#N/A N/A,5.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/12/13,#N/A N/A,279.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/12/13,#N/A N/A,2.61,#N/A N/A,#N/A N/A,2.61,2.61,2.61,#N/A N/A,,7/12/13,#N/A N/A,1680.19,1680.85,588945728,1675.26,1680.19,1672.33,1677.63,,7/12/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/12/13,#N/A N/A,0.107,0.117,#N/A N/A,0.105,0.1154,0.0975,0.097,,7/12/13,#N/A N/A,13.84,0,#N/A N/A,13.9,14.04,13.74,0,,7/12/13,#N/A N/A,82.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/12/13,#N/A N/A,5.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/15/13,#N/A N/A,283.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/15/13,#N/A N/A,2.57,#N/A N/A,#N/A N/A,2.57,2.57,2.57,#N/A N/A,,7/15/13,#N/A N/A,1682.5,1686.66,427337632,1679.59,1684.51,1677.89,1676.71,,7/15/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/15/13,#N/A N/A,0.1094,0.115,#N/A N/A,0.107,0.1175,0.0975,0.1038,,7/15/13,#N/A N/A,13.79,0,#N/A N/A,13.98,14.11,13.5,0,,7/15/13,#N/A N/A,81.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/15/13,#N/A N/A,5.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/16/13,#N/A N/A,279.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/16/13,#N/A N/A,2.55,#N/A N/A,#N/A N/A,2.55,2.55,2.55,#N/A N/A,,7/16/13,#N/A N/A,1676.26,1680.88,476974368,1682.7,1683.73,1671.84,1672.9,,7/16/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/16/13,#N/A N/A,0.1065,0.11,#N/A N/A,0.109,0.1131,0.0931,0.103,,7/16/13,#N/A N/A,14.42,0,#N/A N/A,13.78,14.56,13.78,0,,7/16/13,#N/A N/A,81.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/16/13,#N/A N/A,5.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/17/13,#N/A N/A,280.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/17/13,#N/A N/A,2.52,#N/A N/A,#N/A N/A,2.52,2.52,2.52,#N/A N/A,,7/17/13,#N/A N/A,1680.91,1687.25,566833088,1677.91,1684.75,1677.91,1672.57,,7/17/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/17/13,#N/A N/A,0.108,0.109,#N/A N/A,0.106,0.1115,0.1015,0.107,,7/17/13,#N/A N/A,13.78,0,#N/A N/A,14.2,14.44,13.76,0,,7/17/13,#N/A N/A,81.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/17/13,#N/A N/A,5.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/18/13,#N/A N/A,274.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/18/13,#N/A N/A,2.56,#N/A N/A,#N/A N/A,2.56,2.56,2.56,#N/A N/A,,7/18/13,#N/A N/A,1689.37,1687.26,539273920,1681.05,1693.12,1681.05,1682.74,,7/18/13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/18/13,#N/A N/A,0.106,0.116,#N/A N/A,0.107,0.1138,0.0995,0.096,,7/18/13,#N/A N/A,13.77,0,#N/A N/A,13.63,13.8,13.2,0,,7/18/13,#N/A N/A,80.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,7/18/13,#N/A N/A,5.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
